Char   Codepoint     Frequency   Percentage
外      U+05916             24        0.21%
式      U+05F0F             24        0.21%
特      U+07279             24        0.21%
班      U+073ED             24        0.21%
经      U+07ECF             24        0.21%
道      U+09053             24        0.21%
陵      U+09675             24        0.21%
入      U+05165             23        0.20%
内      U+05185             23        0.20%
家      U+05BB6             23        0.20%
杜      U+0675C             23        0.20%
义      U+04E49             22        0.20%
互      U+04E92             22        0.20%
们      U+04EEC             22        0.20%
伊      U+04F0A             22        0.20%
客      U+05BA2             22        0.20%
持      U+06301             22        0.20%
方      U+065B9             22        0.20%
表      U+08868             22        0.20%
际      U+09645             22        0.20%
下      U+04E0B             21        0.19%
将      U+05C06             21        0.19%
当      U+05F53             21        0.19%
德      U+05FB7             21        0.19%
性      U+06027             21        0.19%
理      U+07406             21        0.19%
相      U+076F8             21        0.19%
联      U+08054             21        0.19%
里      U+091CC             21        0.19%
验      U+09A8C             21        0.19%
华      U+0534E             20        0.18%
堡      U+05821             20        0.18%
工      U+05DE5             20        0.18%
最      U+06700             20        0.18%
正      U+06B63             20        0.18%
港      U+06E2F             20        0.18%
续      U+07EED             20        0.18%
访      U+08BBF             20        0.18%
造      U+09020             20        0.18%
创      U+0521B             19        0.17%
制      U+05236             19        0.17%
坚      U+0575A             19        0.17%
局      U+05C40             19        0.17%
度      U+05EA6             19        0.17%
我      U+06211             19        0.17%
美      U+07F8E             19        0.17%
遗      U+09057             19        0.17%
首      U+09996             19        0.17%
个      U+04E2A             18        0.16%
亚      U+04E9A             18        0.16%
从      U+04ECE             18        0.16%
后      U+0540E             18        0.16%
引      U+05F15             18        0.16%
意      U+0610F             18        0.16%
旅      U+065C5             18        0.16%
标      U+06807             18        0.16%
着      U+07740             18        0.16%
立      U+07ACB             18        0.16%
走      U+08D70             18        0.16%
重      U+091CD             18        0.16%
三      U+04E09             17        0.15%
历      U+05386             17        0.15%
台      U+053F0             17        0.15%
向      U+05411             17        0.15%
周      U+05468             17        0.15%
命      U+0547D             17        0.15%
城      U+057CE             17        0.15%
好      U+0597D             17        0.15%
尔      U+05C14             17        0.15%
山      U+05C71             17        0.15%
州      U+05DDE             17        0.15%
应      U+05E94             17        0.15%
感      U+0611F             17        0.15%
数      U+06570             17        0.15%
更      U+066F4             17        0.15%
示      U+0793A             17        0.15%
记      U+08BB0             17        0.15%
集      U+096C6             17        0.15%
面      U+09762             17        0.15%
分      U+05206             16        0.14%
利      U+05229             16        0.14%
友      U+053CB             16        0.14%
各      U+05404             16        0.14%
域      U+057DF             16        0.14%
如      U+05982             16        0.14%
影      U+05F71             16        0.14%
未      U+0672A             16        0.14%
机      U+0673A             16        0.14%
杭      U+0676D             16        0.14%
次      U+06B21             16        0.14%
物      U+07269             16        0.14%
程      U+07A0B             16        0.14%
稳      U+07A33             16        0.14%
过      U+08FC7             16        0.14%
量      U+091CF             16        0.14%
问      U+095EE             16        0.14%
青      U+09752             16        0.14%
两      U+04E24             15        0.13%
今      U+04ECA             15        0.13%
光      U+05149             15        0.13%
南      U+05357             15        0.13%
字      U+05B57             15        0.13%
就      U+05C31             15        0.13%
打      U+06253             15        0.13%
护      U+062A4             15        0.13%
接      U+063A5             15        0.13%
放      U+0653E             15        0.13%
普      U+0666E             15        0.13%
景      U+0666F             15        0.13%
江      U+06C5F             15        0.13%
洲      U+06D32             15        0.13%
观      U+089C2             15        0.13%
书      U+04E66             14        0.12%
事      U+04E8B             14        0.12%
供      U+04F9B             14        0.12%
信      U+04FE1             14        0.12%
元      U+05143             14        0.12%
处      U+05904             14        0.12%
强      U+05F3A             14        0.12%
推      U+063A8             14        0.12%
期      U+0671F             14        0.12%
模      U+06A21             14        0.12%
海      U+06D77             14        0.12%
精      U+07CBE             14        0.12%
街      U+08857             14        0.12%
装      U+088C5             14        0.12%
远      U+08FDC             14        0.12%
间      U+095F4             14        0.12%
众      U+04F17             13        0.12%
位      U+04F4D             13        0.12%
安      U+05B89             13        0.12%
得      U+05F97             13        0.12%
战      U+06218             13        0.12%
提      U+063D0             13        0.12%
智      U+0667A             13        0.12%
本      U+0672C             13        0.12%
术      U+0672F             13        0.12%
演      U+06F14             13        0.12%
类      U+07C7B             13        0.12%
色      U+08272             13        0.12%
见      U+089C1             13        0.12%
解      U+089E3             13        0.12%
贸      U+08D38             13        0.12%
起      U+08D77             13        0.12%
党      U+0515A             12        0.11%
公      U+0516C             12        0.11%
准      U+051C6             12        0.11%
十      U+05341             12        0.11%
史      U+053F2             12        0.11%
品      U+054C1             12        0.11%
团      U+056E2             12        0.11%
子      U+05B50             12        0.11%
导      U+05BFC             12        0.11%
政      U+0653F             12        0.11%
桥      U+06865             12        0.11%
湖      U+06E56             12        0.11%
点      U+070B9             12        0.11%
用      U+07528             12        0.11%
目      U+076EE             12        0.11%
看      U+0770B             12        0.11%
结      U+07ED3             12        0.11%
而      U+0800C             12        0.11%
融      U+0878D             12        0.11%
认      U+08BA4             12        0.11%
识      U+08BC6             12        0.11%
链      U+094FE             12        0.11%
陆      U+09646             12        0.11%
馆      U+09986             12        0.11%
乐      U+04E50             11        0.10%
也      U+04E5F             11        0.10%
亲      U+04EB2             11        0.10%
传      U+04F20             11        0.10%
余      U+04F59             11        0.10%
克      U+0514B             11        0.10%
其      U+05176             11        0.10%
加      U+052A0             11        0.10%
及      U+053CA             11        0.10%
员      U+05458             11        0.10%
商      U+05546             11        0.10%
圳      U+05733             11        0.10%
小      U+05C0F             11        0.10%
形      U+05F62             11        0.10%
手      U+0624B             11        0.10%
效      U+06548             11        0.10%
望      U+0671B             11        0.10%
构      U+06784             11        0.10%
水      U+06C34             11        0.10%
治      U+06CBB             11        0.10%
济      U+06D4E             11        0.10%
空      U+07A7A             11        0.10%
老      U+08001             11        0.10%
者      U+08005             11        0.10%
要      U+08981             11        0.10%
视      U+089C6             11        0.10%
五      U+04E94             10        0.09%
势      U+052BF             10        0.09%
北      U+05317             10        0.09%
千      U+05343             10        0.09%
升      U+05347             10        0.09%
受      U+053D7             10        0.09%
复      U+0590D             10        0.09%
带      U+05E26             10        0.09%
廊      U+05ECA             10        0.09%
态      U+06001             10        0.09%
情      U+060C5             10        0.09%
拉      U+062C9             10        0.09%
果      U+0679C             10        0.09%
步      U+06B65             10        0.09%
满      U+06EE1             10        0.09%
略      U+07565             10        0.09%
百      U+0767E             10        0.09%
研      U+07814             10        0.09%
社      U+0793E             10        0.09%
终      U+07EC8             10        0.09%
维      U+07EF4             10        0.09%
话      U+08BDD             10        0.09%
边      U+08FB9             10        0.09%
部      U+090E8             10        0.09%
音      U+097F3             10        0.09%
驶      U+09A76             10        0.09%
万      U+04E07              9        0.08%
京      U+04EAC              9        0.08%
企      U+04F01              9        0.08%
何      U+04F55              9        0.08%
保      U+04FDD              9        0.08%
具      U+05177              9        0.08%
功      U+0529F              9        0.08%
变      U+053D8              9        0.08%
园      U+056ED              9        0.08%
奇      U+05947              9        0.08%
常      U+05E38              9        0.08%
广      U+05E7F              9        0.08%
无      U+065E0              9        0.08%
法      U+06CD5              9        0.08%
注      U+06CE8              9        0.08%
独      U+072EC              9        0.08%
由      U+07531              9        0.08%
聚      U+0805A              9        0.08%
连      U+08FDE              9        0.08%
金      U+091D1              9        0.08%
门      U+095E8              9        0.08%
风      U+098CE              9        0.08%
驻      U+09A7B              9        0.08%
东      U+04E1C              8        0.07%
乌      U+04E4C              8        0.07%
件      U+04EF6              8        0.07%
份      U+04EFD              8        0.07%
倡      U+05021              8        0.07%
充      U+05145              8        0.07%
刻      U+0523B              8        0.07%
口      U+053E3              8        0.07%
古      U+053E4              8        0.07%
名      U+0540D              8        0.07%
型      U+0578B              8        0.07%
塞      U+0585E              8        0.07%
境      U+05883              8        0.07%
始      U+059CB              8        0.07%
并      U+05E76              8        0.07%
往      U+05F80              8        0.07%
搭      U+0642D              8        0.07%
显      U+0663E              8        0.07%
样      U+06837              8        0.07%
汇      U+06C47              8        0.07%
湾      U+06E7E              8        0.07%
真      U+0771F              8        0.07%
确      U+0786E              8        0.07%
突      U+07A81              8        0.07%
站      U+07AD9              8        0.07%
端      U+07AEF              8        0.07%
筑      U+07B51              8        0.07%
答      U+07B54              8        0.07%
级      U+07EA7              8        0.07%
纷      U+07EB7              8        0.07%
线      U+07EBF              8        0.07%
计      U+08BA1              8        0.07%
设      U+08BBE              8        0.07%
语      U+08BED              8        0.07%
谋      U+08C0B              8        0.07%
超      U+08D85              8        0.07%
跨      U+08DE8              8        0.07%
车      U+08F66              8        0.07%
转      U+08F6C              8        0.07%
题      U+09898              8        0.07%
驾      U+09A7E              8        0.07%
举      U+04E3E              7        0.06%
享      U+04EAB              7        0.06%
任      U+04EFB              7        0.06%
伟      U+04F1F              7        0.06%
依      U+04F9D              7        0.06%
俄      U+04FC4              7        0.06%
兰      U+05170              7        0.06%
冲      U+051B2              7        0.06%
切      U+05207              7        0.06%
初      U+0521D              7        0.06%
博      U+0535A              7        0.06%
原      U+0539F              7        0.06%
器      U+05668              7        0.06%
回      U+056DE              7        0.06%
址      U+05740              7        0.06%
基      U+057FA              7        0.06%
声      U+058F0              7        0.06%
备      U+05907              7        0.06%
布      U+05E03              7        0.06%
希      U+05E0C              7        0.06%
张      U+05F20              7        0.06%
彩      U+05F69              7        0.06%
待      U+05F85              7        0.06%
志      U+05FD7              7        0.06%
愿      U+0613F              7        0.06%
拟      U+062DF              7        0.06%
桑      U+06851              7        0.06%
武      U+06B66              7        0.06%
比      U+06BD4              7        0.06%
沉      U+06C89              7        0.06%
河      U+06CB3              7        0.06%
浙      U+06D59              7        0.06%
清      U+06E05              7        0.06%
源      U+06E90              7        0.06%
画      U+0753B              7        0.06%
碳      U+078B3              7        0.06%
绿      U+07EFF              7        0.06%
置      U+07F6E              7        0.06%
群      U+07FA4              7        0.06%
至      U+081F3              7        0.06%
舞      U+0821E              7        0.06%
节      U+08282              7        0.06%
虚      U+0865A              7        0.06%
议      U+08BAE              7        0.06%
论      U+08BBA              7        0.06%
说      U+08BF4              7        0.06%
象      U+08C61              7        0.06%
载      U+08F7D              7        0.06%
达      U+08FBE              7        0.06%
还      U+08FD8              7        0.06%
难      U+096BE              7        0.06%
他      U+04ED6              6        0.05%
优      U+04F18              6        0.05%
使      U+04F7F              6        0.05%
促      U+04FC3              6        0.05%
像      U+050CF              6        0.05%
午      U+05348              6        0.05%
协      U+0534F              6        0.05%
厅      U+05385              6        0.05%
压      U+0538B              6        0.05%
去      U+053BB              6        0.05%
双      U+053CC              6        0.05%
启      U+0542F              6        0.05%
吸      U+05438              6        0.05%
围      U+056F4              6        0.05%
土      U+0571F              6        0.05%
堂      U+05802              6        0.05%
增      U+0589E              6        0.05%
契      U+05951              6        0.05%
守      U+05B88              6        0.05%
密      U+05BC6              6        0.05%
屏      U+05C4F              6        0.05%
巴      U+05DF4              6        0.05%
底      U+05E95              6        0.05%
惠      U+060E0              6        0.05%
托      U+06258              6        0.05%
担      U+062C5              6        0.05%
指      U+06307              6        0.05%
探      U+063A2              6        0.05%
控      U+063A7              6        0.05%
断      U+065AD              6        0.05%
施      U+065BD              6        0.05%
服      U+0670D              6        0.05%
朗      U+06717              6        0.05%
条      U+06761              6        0.05%
核      U+06838              6        0.05%
案      U+06848              6        0.05%
此      U+06B64              6        0.05%
段      U+06BB5              6        0.05%
波      U+06CE2              6        0.05%
浸      U+06D78              6        0.05%
消      U+06D88              6        0.05%
潮      U+06F6E              6        0.05%
激      U+06FC0              6        0.05%
热      U+070ED              6        0.05%
然      U+07136              6        0.05%
环      U+073AF              6        0.05%
电      U+07535              6        0.05%
石      U+077F3              6        0.05%
章      U+07AE0              6        0.05%
繁      U+07E41              6        0.05%
艺      U+0827A              6        0.05%
荣      U+08363              6        0.05%
落      U+0843D              6        0.05%
讲      U+08BB2              6        0.05%
谈      U+08C08              6        0.05%
足      U+08DB3              6        0.05%
身      U+08EAB              6        0.05%
轻      U+08F7B              6        0.05%
遇      U+09047              6        0.05%
铁      U+094C1              6        0.05%
银      U+094F6              6        0.05%
限      U+09650              6        0.05%
零      U+096F6              6        0.05%
非      U+0975E              6        0.05%
马      U+09A6C              6        0.05%
魅      U+09B45              6        0.05%
鲁      U+09C81              6        0.05%
鲜      U+09C9C              6        0.05%
专      U+04E13              5        0.04%
介      U+04ECB              5        0.04%
低      U+04F4E              5        0.04%
做      U+0505A              5        0.04%
再      U+0518D              5        0.04%
则      U+05219              5        0.04%
别      U+0522B              5        0.04%
剧      U+05267              5        0.04%
务      U+052A1              5        0.04%
助      U+052A9              5        0.04%
卡      U+05361              5        0.04%
又      U+053C8              5        0.04%
司      U+053F8              5        0.04%
听      U+0542C              5        0.04%
四      U+056DB              5        0.04%
固      U+056FA              5        0.04%
图      U+056FE              5        0.04%
均      U+05747              5        0.04%
太      U+0592A              5        0.04%
夫      U+0592B              5        0.04%
央      U+0592E              5        0.04%
宣      U+05BA3              5        0.04%
容      U+05BB9              5        0.04%
尊      U+05C0A              5        0.04%
岛      U+05C9B              5        0.04%
川      U+05DDD              5        0.04%
己      U+05DF1              5        0.04%
幅      U+05E45              5        0.04%
座      U+05EA7              5        0.04%
彰      U+05F70              5        0.04%
必      U+05FC5              5        0.04%
据      U+0636E              5        0.04%
晚      U+0665A              5        0.04%
朝      U+0671D              5        0.04%
林      U+06797              5        0.04%
格      U+0683C              5        0.04%
气      U+06C14              5        0.04%
汽      U+06C7D              5        0.04%
滨      U+06EE8              5        0.04%
澳      U+06FB3              5        0.04%
牢      U+07262              5        0.04%
申      U+07533              5        0.04%
眼      U+0773C              5        0.04%
破      U+07834              5        0.04%
究      U+07A76              5        0.04%
第      U+07B2C              5        0.04%
绍      U+07ECD              5        0.04%
网      U+07F51              5        0.04%
考      U+08003              5        0.04%
英      U+082F1              5        0.04%
营      U+08425              5        0.04%
规      U+089C4              5        0.04%
质      U+08D28              5        0.04%
费      U+08D39              5        0.04%
赞      U+08D5E              5        0.04%
践      U+08DF5              5        0.04%
速      U+0901F              5        0.04%
邻      U+090BB              5        0.04%
配      U+0914D              5        0.04%
阔      U+09614              5        0.04%
队      U+0961F              5        0.04%
院      U+09662              5        0.04%
顺      U+0987A              5        0.04%
香      U+09999              5        0.04%
兴      U+05174              4        0.04%
写      U+05199              4        0.04%
军      U+0519B              4        0.04%
击      U+051FB              4        0.04%
划      U+05212              4        0.04%
办      U+0529E              4        0.04%
卓      U+05353              4        0.04%
单      U+05355              4        0.04%
却      U+05374              4        0.04%
厚      U+0539A              4        0.04%
参      U+053C2              4        0.04%
圈      U+05708              4        0.04%
塔      U+05854              4        0.04%
士      U+058EB              4        0.04%
存      U+05B58              4        0.04%
巨      U+05DE8              4        0.04%
已      U+05DF2              4        0.04%
干      U+05E72              4        0.04%
序      U+05E8F              4        0.04%
府      U+05E9C              4        0.04%
念      U+05FF5              4        0.04%
怀      U+06000              4        0.04%
想      U+060F3              4        0.04%
所      U+06240              4        0.04%
掌      U+0638C              4        0.04%
排      U+06392              4        0.04%
搞      U+0641E              4        0.04%
携      U+0643A              4        0.04%
支      U+0652F              4        0.04%
整      U+06574              4        0.04%
族      U+065CF              4        0.04%
既      U+065E2              4        0.04%
易      U+06613              4        0.04%
晗      U+06657              4        0.04%
晤      U+06664              4        0.04%
村      U+06751              4        0.04%
板      U+0677F              4        0.04%
枢      U+067A2              4        0.04%
根      U+06839              4        0.04%
每      U+06BCF              4        0.04%
汉      U+06C49              4        0.04%
没      U+06CA1              4        0.04%
沿      U+06CBF              4        0.04%
烈      U+070C8              4        0.04%
爱      U+07231              4        0.04%
牙      U+07259              4        0.04%
益      U+076CA              4        0.04%
盒      U+076D2              4        0.04%
盖      U+076D6              4        0.04%
盲      U+076F2              4        0.04%
省      U+07701              4        0.04%
知      U+077E5              4        0.04%
礼      U+0793C              4        0.04%
福      U+0798F              4        0.04%
种      U+079CD              4        0.04%
秩      U+079E9              4        0.04%
穿      U+07A7F              4        0.04%
签      U+07B7E              4        0.04%
管      U+07BA1              4        0.04%
红      U+07EA2              4        0.04%
纽      U+07EBD              4        0.04%
细      U+07EC6              4        0.04%
给      U+07ED9              4        0.04%
继      U+07EE7              4        0.04%
署      U+07F72              4        0.04%
育      U+080B2              4        0.04%
胜      U+080DC              4        0.04%
致      U+081F4              4        0.04%
航      U+0822A              4        0.04%
苏      U+082CF              4        0.04%
范      U+08303              4        0.04%
茵      U+08335              4        0.04%
莫      U+083AB              4        0.04%
莱      U+083B1              4        0.04%
获      U+083B7              4        0.04%
衡      U+08861              4        0.04%
补      U+08865              4        0.04%
觉      U+089C9              4        0.04%
角      U+089D2              4        0.04%
言      U+08A00              4        0.04%
证      U+08BC1              4        0.04%
该      U+08BE5              4        0.04%
责      U+08D23              4        0.04%
货      U+08D27              4        0.04%
赏      U+08D4F              4        0.04%
赢      U+08D62              4        0.04%
趣      U+08DA3              4        0.04%
辆      U+08F86              4        0.04%
输      U+08F93              4        0.04%
都      U+090FD              4        0.04%
阶      U+09636              4        0.04%
降      U+0964D              4        0.04%
险      U+09669              4        0.04%
随      U+0968F              4        0.04%
静      U+09759              4        0.04%
项      U+09879              4        0.04%
预      U+09884              4        0.04%
龙      U+09F99              4        0.04%
二      U+04E8C              3        0.03%
些      U+04E9B              3        0.03%
亮      U+04EAE              3        0.03%
什      U+04EC0              3        0.03%
伦      U+04F26              3        0.03%
例      U+04F8B              3        0.03%
便      U+04FBF              3        0.03%
借      U+0501F              3        0.03%
值      U+0503C              3        0.03%
兼      U+0517C              3        0.03%
刚      U+0521A              3        0.03%
勇      U+052C7              3        0.03%
包      U+05305              3        0.03%
医      U+0533B              3        0.03%
半      U+0534A              3        0.03%
卷      U+05377              3        0.03%
反      U+053CD              3        0.03%
叹      U+053F9              3        0.03%
圭      U+0572D              3        0.03%
块      U+05757              3        0.03%
坦      U+05766              3        0.03%
壁      U+058C1              3        0.03%
孟      U+05B5F              3        0.03%
宁      U+05B81              3        0.03%
完      U+05B8C              3        0.03%
宫      U+05BAB              3        0.03%
宾      U+05BBE              3        0.03%
察      U+05BDF              3        0.03%
少      U+05C11              3        0.03%
层      U+05C42              3        0.03%
居      U+05C45              3        0.03%
属      U+05C5E              3        0.03%
岸      U+05CB8              3        0.03%
幻      U+05E7B              3        0.03%
弱      U+05F31              3        0.03%
征      U+05F81              3        0.03%
很      U+05F88              3        0.03%
微      U+05FAE              3        0.03%
息      U+0606F              3        0.03%
恶      U+06076              3        0.03%
悬      U+060AC              3        0.03%
惊      U+060CA              3        0.03%
或      U+06216              3        0.03%
才      U+0624D              3        0.03%
投      U+06295              3        0.03%
抗      U+06297              3        0.03%
报      U+062A5              3        0.03%
摩      U+06469              3        0.03%
撑      U+06491              3        0.03%
操      U+064CD              3        0.03%
故      U+06545              3        0.03%
春      U+06625              3        0.03%
朋      U+0670B              3        0.03%
权      U+06743              3        0.03%
束      U+0675F              3        0.03%
极      U+06781              3        0.03%
查      U+067E5              3        0.03%
校      U+06821              3        0.03%
械      U+068B0              3        0.03%
款      U+06B3E              3        0.03%
歧      U+06B67              3        0.03%
残      U+06B8B              3        0.03%
泛      U+06CDB              3        0.03%
涵      U+06DB5              3        0.03%
片      U+07247              3        0.03%
王      U+0738B              3        0.03%
畅      U+07545              3        0.03%
留      U+07559              3        0.03%
白      U+0767D              3        0.03%
盛      U+076DB              3        0.03%
直      U+076F4              3        0.03%
禁      U+07981              3        0.03%
积      U+079EF              3        0.03%
策      U+07B56              3        0.03%
箱      U+07BB1              3        0.03%
累      U+07D2F              3        0.03%
约      U+07EA6              3        0.03%
织      U+07EC7              3        0.03%
络      U+07EDC              3        0.03%
缓      U+07F13              3        0.03%
胸      U+080F8              3        0.03%
脉      U+08109              3        0.03%
脱      U+08131              3        0.03%
脸      U+08138              3        0.03%
舟      U+0821F              3        0.03%
般      U+0822C              3        0.03%
荡      U+08361              3        0.03%
衷      U+08877              3        0.03%
袖      U+08896              3        0.03%
被      U+088AB              3        0.03%
裂      U+088C2              3        0.03%
触      U+089E6              3        0.03%
请      U+08BF7              3        0.03%
读      U+08BFB              3        0.03%
课      U+08BFE              3        0.03%
谊      U+08C0A              3        0.03%
负      U+08D1F              3        0.03%
贺      U+08D3A              3        0.03%
资      U+08D44              3        0.03%
赋      U+08D4B              3        0.03%
赛      U+08D5B              3        0.03%
轮      U+08F6E              3        0.03%
返      U+08FD4              3        0.03%
述      U+08FF0              3        0.03%
邦      U+090A6              3        0.03%
释      U+091CA              3        0.03%
野      U+091CE              3        0.03%
阻      U+0963B              3        0.03%
陈      U+09648              3        0.03%
需      U+09700              3        0.03%
顾      U+0987E              3        0.03%
驼      U+09A7C              3        0.03%
么      U+04E48              2        0.02%
乘      U+04E58              2        0.02%
买      U+04E70              2        0.02%
予      U+04E88              2        0.02%
争      U+04E89              2        0.02%
云      U+04E91              2        0.02%
亦      U+04EA6              2        0.02%
令      U+04EE4              2        0.02%
仪      U+04EEA              2        0.02%
价      U+04EF7              2        0.02%
仿      U+04EFF              2        0.02%
伍      U+04F0D              2        0.02%
伙      U+04F19              2        0.02%
伴      U+04F34              2        0.02%
住      U+04F4F              2        0.02%
佛      U+04F5B              2        0.02%
修      U+04FEE              2        0.02%
储      U+050A8              2        0.02%
先      U+05148              2        0.02%
六      U+0516D              2        0.02%
养      U+0517B              2        0.02%
决      U+051B3              2        0.02%
勃      U+052C3              2        0.02%
勋      U+052CB              2        0.02%
卫      U+0536B              2        0.02%
印      U+05370              2        0.02%
另      U+053E6              2        0.02%
只      U+053EA              2        0.02%
号      U+053F7              2        0.02%
含      U+0542B              2        0.02%
呈      U+05448              2        0.02%
告      U+0544A              2        0.02%
味      U+05473              2        0.02%
响      U+054CD              2        0.02%
哪      U+054EA              2        0.02%
售      U+0552E              2        0.02%
喜      U+0559C              2        0.02%
嘉      U+05609              2        0.02%
困      U+056F0              2        0.02%
坐      U+05750              2        0.02%
坛      U+0575B              2        0.02%
培      U+057F9              2        0.02%
堆      U+05806              2        0.02%
墓      U+05893              2        0.02%
壮      U+058EE              2        0.02%
夯      U+0592F              2        0.02%
头      U+05934              2        0.02%
奥      U+05965              2        0.02%
她      U+05979              2        0.02%
妙      U+05999              2        0.02%
威      U+05A01              2        0.02%
孙      U+05B59              2        0.02%
宋      U+05B8B              2        0.02%
宏      U+05B8F              2        0.02%
官      U+05B98              2        0.02%
审      U+05BA1              2        0.02%
害      U+05BB3              2        0.02%
富      U+05BCC              2        0.02%
寝      U+05BDD              2        0.02%
尤      U+05C24              2        0.02%
届      U+05C4A              2        0.02%
岗      U+05C97              2        0.02%
岭      U+05CAD              2        0.02%
师      U+05E08              2        0.02%
帝      U+05E1D              2        0.02%
帽      U+05E3D              2        0.02%
幕      U+05E55              2        0.02%
异      U+05F02              2        0.02%
弄      U+05F04              2        0.02%
录      U+05F55              2        0.02%
彦      U+05F66              2        0.02%
循      U+05FAA              2        0.02%
快      U+05FEB              2        0.02%
怖      U+06016              2        0.02%
思      U+0601D              2        0.02%
恐      U+06050              2        0.02%
恢      U+06062              2        0.02%
愈      U+06108              2        0.02%
慧      U+06167              2        0.02%
慨      U+06168              2        0.02%
懂      U+061C2              2        0.02%
戴      U+06234              2        0.02%
户      U+06237              2        0.02%
扎      U+0624E              2        0.02%
执      U+06267              2        0.02%
扩      U+06269              2        0.02%
承      U+0627F              2        0.02%
把      U+0628A              2        0.02%
抽      U+062BD              2        0.02%
挑      U+06311              2        0.02%
挝      U+0631D              2        0.02%
措      U+063AA              2        0.02%
握      U+063E1              2        0.02%
摄      U+06444              2        0.02%
攀      U+06500              2        0.02%
改      U+06539              2        0.02%
教      U+06559              2        0.02%
旁      U+065C1              2        0.02%
星      U+0661F              2        0.02%
晓      U+06653              2        0.02%
曲      U+066F2              2        0.02%
杂      U+06742              2        0.02%
杨      U+06768              2        0.02%
柔      U+067D4              2        0.02%
楼      U+0697C              2        0.02%
横      U+06A2A              2        0.02%
歌      U+06B4C              2        0.02%
殊      U+06B8A              2        0.02%
毅      U+06BC5              2        0.02%
求      U+06C42              2        0.02%
沙      U+06C99              2        0.02%
洋      U+06D0B              2        0.02%
浮      U+06D6E              2        0.02%
润      U+06DA6              2        0.02%
淀      U+06DC0              2        0.02%
渝      U+06E1D              2        0.02%
渠      U+06E20              2        0.02%
火      U+0706B              2        0.02%
灵      U+07075              2        0.02%
炫      U+070AB              2        0.02%
焕      U+07115              2        0.02%
焦      U+07126              2        0.02%
煌      U+0714C              2        0.02%
爆      U+07206              2        0.02%
牌      U+0724C              2        0.02%
献      U+0732E              2        0.02%
疗      U+07597              2        0.02%
瞩      U+077A9              2        0.02%
瞻      U+077BB              2        0.02%
码      U+07801              2        0.02%
碰      U+078B0              2        0.02%
票      U+07968              2        0.02%
离      U+079BB              2        0.02%
