Char   Codepoint     Frequency   Percentage
于      U+04E8E             15        0.16%
台      U+053F0             15        0.16%
向      U+05411             15        0.16%
好      U+0597D             15        0.16%
护      U+062A4             15        0.16%
记      U+08BB0             15        0.16%
造      U+09020             15        0.16%
青      U+09752             15        0.16%
引      U+05F15             14        0.15%
放      U+0653E             14        0.15%
普      U+0666E             14        0.15%
正      U+06B63             14        0.15%
洲      U+06D32             14        0.15%
海      U+06D77             14        0.15%
相      U+076F8             14        0.15%
示      U+0793A             14        0.15%
走      U+08D70             14        0.15%
集      U+096C6             14        0.15%
书      U+04E66             13        0.14%
事      U+04E8B             13        0.14%
互      U+04E92             13        0.14%
信      U+04FE1             13        0.14%
南      U+05357             13        0.14%
域      U+057DF             13        0.14%
将      U+05C06             13        0.14%
就      U+05C31             13        0.14%
我      U+06211             13        0.14%
战      U+06218             13        0.14%
接      U+063A5             13        0.14%
推      U+063A8             13        0.14%
期      U+0671F             13        0.14%
模      U+06A21             13        0.14%
类      U+07C7B             13        0.14%
能      U+080FD             13        0.14%
贸      U+08D38             13        0.14%
起      U+08D77             13        0.14%
远      U+08FDC             13        0.14%
量      U+091CF             13        0.14%
个      U+04E2A             12        0.13%
供      U+04F9B             12        0.13%
元      U+05143             12        0.13%
党      U+0515A             12        0.13%
公      U+0516C             12        0.13%
安      U+05B89             12        0.13%
导      U+05BFC             12        0.13%
山      U+05C71             12        0.13%
应      U+05E94             12        0.13%
得      U+05F97             12        0.13%
感      U+0611F             12        0.13%
政      U+0653F             12        0.13%
次      U+06B21             12        0.13%
见      U+089C1             12        0.13%
认      U+08BA4             12        0.13%
链      U+094FE             12        0.13%
间      U+095F4             12        0.13%
陆      U+09646             12        0.13%
加      U+052A0             11        0.12%
及      U+053CA             11        0.12%
史      U+053F2             11        0.12%
后      U+0540E             11        0.12%
圳      U+05733             11        0.12%
城      U+057CE             11        0.12%
处      U+05904             11        0.12%
强      U+05F3A             11        0.12%
更      U+066F4             11        0.12%
本      U+0672C             11        0.12%
治      U+06CBB             11        0.12%
着      U+07740             11        0.12%
色      U+08272             11        0.12%
解      U+089E3             11        0.12%
里      U+091CC             11        0.12%
问      U+095EE             11        0.12%
面      U+09762             11        0.12%
今      U+04ECA             10        0.11%
传      U+04F20             10        0.11%
位      U+04F4D             10        0.11%
克      U+0514B             10        0.11%
势      U+052BF             10        0.11%
北      U+05317             10        0.11%
复      U+0590D             10        0.11%
态      U+06001             10        0.11%
手      U+0624B             10        0.11%
提      U+063D0             10        0.11%
望      U+0671B             10        0.11%
江      U+06C5F             10        0.11%
略      U+07565             10        0.11%
研      U+07814             10        0.11%
精      U+07CBE             10        0.11%
要      U+08981             10        0.11%
识      U+08BC6             10        0.11%
边      U+08FB9             10        0.11%
过      U+08FC7             10        0.11%
馆      U+09986             10        0.11%
驶      U+09A76             10        0.11%
五      U+04E94              9        0.10%
京      U+04EAC              9        0.10%
亲      U+04EB2              9        0.10%
余      U+04F59              9        0.10%
保      U+04FDD              9        0.10%
其      U+05176              9        0.10%
千      U+05343              9        0.10%
园      U+056ED              9        0.10%
小      U+05C0F              9        0.10%
常      U+05E38              9        0.10%
广      U+05E7F              9        0.10%
技      U+06280              9        0.10%
构      U+06784              9        0.10%
果      U+0679C              9        0.10%
水      U+06C34              9        0.10%
满      U+06EE1              9        0.10%
点      U+070B9              9        0.10%
百      U+0767E              9        0.10%
社      U+0793E              9        0.10%
维      U+07EF4              9        0.10%
老      U+08001              9        0.10%
者      U+08005              9        0.10%
而      U+0800C              9        0.10%
视      U+089C6              9        0.10%
三      U+04E09              8        0.09%
东      U+04E1C              8        0.09%
乌      U+04E4C              8        0.09%
也      U+04E5F              8        0.09%
份      U+04EFD              8        0.09%
企      U+04F01              8        0.09%
倡      U+05021              8        0.09%
具      U+05177              8        0.09%
准      U+051C6              8        0.09%
升      U+05347              8        0.09%
团      U+056E2              8        0.09%
塞      U+0585E              8        0.09%
始      U+059CB              8        0.09%
形      U+05F62              8        0.09%
情      U+060C5              8        0.09%
打      U+06253              8        0.09%
拉      U+062C9              8        0.09%
搭      U+0642D              8        0.09%
效      U+06548              8        0.09%
机      U+0673A              8        0.09%
法      U+06CD5              8        0.09%
注      U+06CE8              8        0.09%
济      U+06D4E              8        0.09%
湾      U+06E7E              8        0.09%
独      U+072EC              8        0.09%
用      U+07528              8        0.09%
由      U+07531              8        0.09%
看      U+0770B              8        0.09%
站      U+07AD9              8        0.09%
筑      U+07B51              8        0.09%
级      U+07EA7              8        0.09%
线      U+07EBF              8        0.09%
终      U+07EC8              8        0.09%
结      U+07ED3              8        0.09%
聚      U+0805A              8        0.09%
融      U+0878D              8        0.09%
观      U+089C2              8        0.09%
话      U+08BDD              8        0.09%
谋      U+08C0B              8        0.09%
跨      U+08DE8              8        0.09%
车      U+08F66              8        0.09%
金      U+091D1              8        0.09%
门      U+095E8              8        0.09%
驻      U+09A7B              8        0.09%
驾      U+09A7E              8        0.09%
享      U+04EAB              7        0.08%
任      U+04EFB              7        0.08%
众      U+04F17              7        0.08%
伟      U+04F1F              7        0.08%
依      U+04F9D              7        0.08%
俄      U+04FC4              7        0.08%
充      U+05145              7        0.08%
冲      U+051B2              7        0.08%
刻      U+0523B              7        0.08%
功      U+0529F              7        0.08%
十      U+05341              7        0.08%
博      U+0535A              7        0.08%
原      U+0539F              7        0.08%
受      U+053D7              7        0.08%
变      U+053D8              7        0.08%
口      U+053E3              7        0.08%
古      U+053E4              7        0.08%
址      U+05740              7        0.08%
型      U+0578B              7        0.08%
基      U+057FA              7        0.08%
境      U+05883              7        0.08%
备      U+05907              7        0.08%
奇      U+05947              7        0.08%
并      U+05E76              7        0.08%
张      U+05F20              7        0.08%
往      U+05F80              7        0.08%
志      U+05FD7              7        0.08%
愿      U+0613F              7        0.08%
无      U+065E0              7        0.08%
显      U+0663E              7        0.08%
术      U+0672F              7        0.08%
桑      U+06851              7        0.08%
步      U+06B65              7        0.08%
武      U+06B66              7        0.08%
比      U+06BD4              7        0.08%
河      U+06CB3              7        0.08%
源      U+06E90              7        0.08%
目      U+076EE              7        0.08%
碳      U+078B3              7        0.08%
端      U+07AEF              7        0.08%
绿      U+07EFF              7        0.08%
群      U+07FA4              7        0.08%
至      U+081F3              7        0.08%
装      U+088C5              7        0.08%
议      U+08BAE              7        0.08%
说      U+08BF4              7        0.08%
象      U+08C61              7        0.08%
载      U+08F7D              7        0.08%
连      U+08FDE              7        0.08%
部      U+090E8              7        0.08%
难      U+096BE              7        0.08%
风      U+098CE              7        0.08%
万      U+04E07              6        0.07%
举      U+04E3E              6        0.07%
他      U+04ED6              6        0.07%
件      U+04EF6              6        0.07%
优      U+04F18              6        0.07%
兰      U+05170              6        0.07%
切      U+05207              6        0.07%
初      U+0521D              6        0.07%
午      U+05348              6        0.07%
协      U+0534F              6        0.07%
压      U+0538B              6        0.07%
双      U+053CC              6        0.07%
启      U+0542F              6        0.07%
员      U+05458              6        0.07%
品      U+054C1              6        0.07%
商      U+05546              6        0.07%
堂      U+05802              6        0.07%
增      U+0589E              6        0.07%
契      U+05951              6        0.07%
字      U+05B57              6        0.07%
守      U+05B88              6        0.07%
布      U+05E03              6        0.07%
希      U+05E0C              6        0.07%
带      U+05E26              6        0.07%
底      U+05E95              6        0.07%
待      U+05F85              6        0.07%
惠      U+060E0              6        0.07%
托      U+06258              6        0.07%
担      U+062C5              6        0.07%
指      U+06307              6        0.07%
数      U+06570              6        0.07%
施      U+065BD              6        0.07%
旅      U+065C5              6        0.07%
景      U+0666F              6        0.07%
智      U+0667A              6        0.07%
朗      U+06717              6        0.07%
未      U+0672A              6        0.07%
样      U+06837              6        0.07%
段      U+06BB5              6        0.07%
波      U+06CE2              6        0.07%
清      U+06E05              6        0.07%
热      U+070ED              6        0.07%
然      U+07136              6        0.07%
确      U+0786E              6        0.07%
突      U+07A81              6        0.07%
章      U+07AE0              6        0.07%
繁      U+07E41              6        0.07%
荣      U+08363              6        0.07%
落      U+0843D              6        0.07%
讲      U+08BB2              6        0.07%
论      U+08BBA              6        0.07%
谈      U+08C08              6        0.07%
达      U+08FBE              6        0.07%
铁      U+094C1              6        0.07%
零      U+096F6              6        0.07%
非      U+0975E              6        0.07%
题      U+09898              6        0.07%
鲜      U+09C9C              6        0.07%
何      U+04F55              5        0.05%
促      U+04FC3              5        0.05%
则      U+05219              5        0.05%
去      U+053BB              5        0.05%
司      U+053F8              5        0.05%
回      U+056DE              5        0.05%
围      U+056F4              5        0.05%
土      U+0571F              5        0.05%
均      U+05747              5        0.05%
声      U+058F0              5        0.05%
夫      U+0592B              5        0.05%
如      U+05982              5        0.05%
子      U+05B50              5        0.05%
客      U+05BA2              5        0.05%
容      U+05BB9              5        0.05%
密      U+05BC6              5        0.05%
尊      U+05C0A              5        0.05%
岛      U+05C9B              5        0.05%
川      U+05DDD              5        0.05%
己      U+05DF1              5        0.05%
巴      U+05DF4              5        0.05%
彩      U+05F69              5        0.05%
彰      U+05F70              5        0.05%
必      U+05FC5              5        0.05%
控      U+063A7              5        0.05%
断      U+065AD              5        0.05%
服      U+0670D              5        0.05%
朝      U+0671D              5        0.05%
条      U+06761              5        0.05%
林      U+06797              5        0.05%
核      U+06838              5        0.05%
格      U+0683C              5        0.05%
气      U+06C14              5        0.05%
汽      U+06C7D              5        0.05%
游      U+06E38              5        0.05%
澳      U+06FB3              5        0.05%
牢      U+07262              5        0.05%
申      U+07533              5        0.05%
石      U+077F3              5        0.05%
究      U+07A76              5        0.05%
第      U+07B2C              5        0.05%
纷      U+07EB7              5        0.05%
考      U+08003              5        0.05%
节      U+08282              5        0.05%
英      U+082F1              5        0.05%
规      U+089C4              5        0.05%
计      U+08BA1              5        0.05%
设      U+08BBE              5        0.05%
语      U+08BED              5        0.05%
质      U+08D28              5        0.05%
赞      U+08D5E              5        0.05%
践      U+08DF5              5        0.05%
转      U+08F6C              5        0.05%
速      U+0901F              5        0.05%
遇      U+09047              5        0.05%
邻      U+090BB              5        0.05%
银      U+094F6              5        0.05%
阔      U+09614              5        0.05%
限      U+09650              5        0.05%
顺      U+0987A              5        0.05%
香      U+09999              5        0.05%
马      U+09A6C              5        0.05%
验      U+09A8C              5        0.05%
鲁      U+09C81              5        0.05%
专      U+04E13              4        0.04%
低      U+04F4E              4        0.04%
使      U+04F7F              4        0.04%
光      U+05149              4        0.04%
兴      U+05174              4        0.04%
军      U+0519B              4        0.04%
击      U+051FB              4        0.04%
划      U+05212              4        0.04%
务      U+052A1              4        0.04%
助      U+052A9              4        0.04%
卓      U+05353              4        0.04%
却      U+05374              4        0.04%
厅      U+05385              4        0.04%
厚      U+0539A              4        0.04%
参      U+053C2              4        0.04%
四      U+056DB              4        0.04%
固      U+056FA              4        0.04%
图      U+056FE              4        0.04%
士      U+058EB              4        0.04%
央      U+0592E              4        0.04%
存      U+05B58              4        0.04%
宣      U+05BA3              4        0.04%
幅      U+05E45              4        0.04%
干      U+05E72              4        0.04%
序      U+05E8F              4        0.04%
府      U+05E9C              4        0.04%
座      U+05EA7              4        0.04%
念      U+05FF5              4        0.04%
怀      U+06000              4        0.04%
掌      U+0638C              4        0.04%
排      U+06392              4        0.04%
探      U+063A2              4        0.04%
搞      U+0641E              4        0.04%
携      U+0643A              4        0.04%
支      U+0652F              4        0.04%
整      U+06574              4        0.04%
族      U+065CF              4        0.04%
既      U+065E2              4        0.04%
易      U+06613              4        0.04%
晗      U+06657              4        0.04%
晤      U+06664              4        0.04%
村      U+06751              4        0.04%
板      U+0677F              4        0.04%
枢      U+067A2              4        0.04%
根      U+06839              4        0.04%
汇      U+06C47              4        0.04%
汉      U+06C49              4        0.04%
沉      U+06C89              4        0.04%
沿      U+06CBF              4        0.04%
演      U+06F14              4        0.04%
激      U+06FC0              4        0.04%
牙      U+07259              4        0.04%
环      U+073AF              4        0.04%
益      U+076CA              4        0.04%
真      U+0771F              4        0.04%
礼      U+0793C              4        0.04%
福      U+0798F              4        0.04%
秩      U+079E9              4        0.04%
穿      U+07A7F              4        0.04%
签      U+07B7E              4        0.04%
管      U+07BA1              4        0.04%
红      U+07EA2              4        0.04%
纽      U+07EBD              4        0.04%
网      U+07F51              4        0.04%
署      U+07F72              4        0.04%
范      U+08303              4        0.04%
茵      U+08335              4        0.04%
莱      U+083B1              4        0.04%
获      U+083B7              4        0.04%
营      U+08425              4        0.04%
衡      U+08861              4        0.04%
补      U+08865              4        0.04%
角      U+089D2              4        0.04%
言      U+08A00              4        0.04%
货      U+08D27              4        0.04%
赢      U+08D62              4        0.04%
超      U+08D85              4        0.04%
足      U+08DB3              4        0.04%
辆      U+08F86              4        0.04%
输      U+08F93              4        0.04%
阶      U+09636              4        0.04%
院      U+09662              4        0.04%
预      U+09884              4        0.04%
魅      U+09B45              4        0.04%
乐      U+04E50              3        0.03%
二      U+04E8C              3        0.03%
伦      U+04F26              3        0.03%
例      U+04F8B              3        0.03%
借      U+0501F              3        0.03%
值      U+0503C              3        0.03%
做      U+0505A              3        0.03%
像      U+050CF              3        0.03%
兼      U+0517C              3        0.03%
再      U+0518D              3        0.03%
写      U+05199              3        0.03%
刚      U+0521A              3        0.03%
办      U+0529E              3        0.03%
勇      U+052C7              3        0.03%
包      U+05305              3        0.03%
半      U+0534A              3        0.03%
单      U+05355              3        0.03%
又      U+053C8              3        0.03%
反      U+053CD              3        0.03%
叹      U+053F9              3        0.03%
名      U+0540D              3        0.03%
吸      U+05438              3        0.03%
圭      U+0572D              3        0.03%
坦      U+05766              3        0.03%
塔      U+05854              3        0.03%
壁      U+058C1              3        0.03%
孟      U+05B5F              3        0.03%
宁      U+05B81              3        0.03%
完      U+05B8C              3        0.03%
宫      U+05BAB              3        0.03%
宾      U+05BBE              3        0.03%
层      U+05C42              3        0.03%
居      U+05C45              3        0.03%
岸      U+05CB8              3        0.03%
巨      U+05DE8              3        0.03%
弱      U+05F31              3        0.03%
影      U+05F71              3        0.03%
征      U+05F81              3        0.03%
很      U+05F88              3        0.03%
恶      U+06076              3        0.03%
想      U+060F3              3        0.03%
所      U+06240              3        0.03%
才      U+0624D              3        0.03%
抗      U+06297              3        0.03%
报      U+062A5              3        0.03%
摩      U+06469              3        0.03%
撑      U+06491              3        0.03%
操      U+064CD              3        0.03%
晚      U+0665A              3        0.03%
朋      U+0670B              3        0.03%
权      U+06743              3        0.03%
查      U+067E5              3        0.03%
校      U+06821              3        0.03%
案      U+06848              3        0.03%
桥      U+06865              3        0.03%
款      U+06B3E              3        0.03%
此      U+06B64              3        0.03%
歧      U+06B67              3        0.03%
每      U+06BCF              3        0.03%
没      U+06CA1              3        0.03%
泛      U+06CDB              3        0.03%
浙      U+06D59              3        0.03%
浸      U+06D78              3        0.03%
潮      U+06F6E              3        0.03%
烈      U+070C8              3        0.03%
爱      U+07231              3        0.03%
王      U+0738B              3        0.03%
画      U+0753B              3        0.03%
畅      U+07545              3        0.03%
留      U+07559              3        0.03%
直      U+076F4              3        0.03%
眼      U+0773C              3        0.03%
知      U+077E5              3        0.03%
破      U+07834              3        0.03%
禁      U+07981              3        0.03%
积      U+079EF              3        0.03%
空      U+07A7A              3        0.03%
答      U+07B54              3        0.03%
策      U+07B56              3        0.03%
箱      U+07BB1              3        0.03%
约      U+07EA6              3        0.03%
细      U+07EC6              3        0.03%
织      U+07EC7              3        0.03%
络      U+07EDC              3        0.03%
继      U+07EE7              3        0.03%
育      U+080B2              3        0.03%
胜      U+080DC              3        0.03%
胸      U+080F8              3        0.03%
脉      U+08109              3        0.03%
脱      U+08131              3        0.03%
致      U+081F4              3        0.03%
舞      U+0821E              3        0.03%
舟      U+0821F              3        0.03%
航      U+0822A              3        0.03%
苏      U+082CF              3        0.03%
荡      U+08361              3        0.03%
莫      U+083AB              3        0.03%
袖      U+08896              3        0.03%
被      U+088AB              3        0.03%
裂      U+088C2              3        0.03%
觉      U+089C9              3        0.03%
触      U+089E6              3        0.03%
证      U+08BC1              3        0.03%
请      U+08BF7              3        0.03%
读      U+08BFB              3        0.03%
课      U+08BFE              3        0.03%
谊      U+08C0A              3        0.03%
责      U+08D23              3        0.03%
贺      U+08D3A              3        0.03%
资      U+08D44              3        0.03%
赛      U+08D5B              3        0.03%
趣      U+08DA3              3        0.03%
身      U+08EAB              3        0.03%
轮      U+08F6E              3        0.03%
返      U+08FD4              3        0.03%
述      U+08FF0              3        0.03%
邦      U+090A6              3        0.03%
配      U+0914D              3        0.03%
释      U+091CA              3        0.03%
野      U+091CE              3        0.03%
队      U+0961F              3        0.03%
阻      U+0963B              3        0.03%
险      U+09669              3        0.03%
随      U+0968F              3        0.03%
静      U+09759              3        0.03%
项      U+09879              3        0.03%
顾      U+0987E              3        0.03%
驼      U+09A7C              3        0.03%
龙      U+09F99              3        0.03%
乘      U+04E58              2        0.02%
予      U+04E88              2        0.02%
争      U+04E89              2        0.02%
云      U+04E91              2        0.02%
什      U+04EC0              2        0.02%
介      U+04ECB              2        0.02%
令      U+04EE4              2        0.02%
价      U+04EF7              2        0.02%
伍      U+04F0D              2        0.02%
伙      U+04F19              2        0.02%
伴      U+04F34              2        0.02%
住      U+04F4F              2        0.02%
修      U+04FEE              2        0.02%
储      U+050A8              2        0.02%
先      U+05148              2        0.02%
六      U+0516D              2        0.02%
养      U+0517B              2        0.02%
决      U+051B3              2        0.02%
别      U+0522B              2        0.02%
勋      U+052CB              2        0.02%
医      U+0533B              2        0.02%
卫      U+0536B              2        0.02%
印      U+05370              2        0.02%
卷      U+05377              2        0.02%
号      U+053F7              2        0.02%
含      U+0542B              2        0.02%
听      U+0542C              2        0.02%
味      U+05473              2        0.02%
嘉      U+05609              2        0.02%
器      U+05668              2        0.02%
困      U+056F0              2        0.02%
坐      U+05750              2        0.02%
坛      U+0575B              2        0.02%
堆      U+05806              2        0.02%
墓      U+05893              2        0.02%
壮      U+058EE              2        0.02%
太      U+0592A              2        0.02%
夯      U+0592F              2        0.02%
头      U+05934              2        0.02%
奥      U+05965              2        0.02%
她      U+05979              2        0.02%
妙      U+05999              2        0.02%
威      U+05A01              2        0.02%
孙      U+05B59              2        0.02%
宏      U+05B8F              2        0.02%
官      U+05B98              2        0.02%
审      U+05BA1              2        0.02%
害      U+05BB3              2        0.02%
富      U+05BCC              2        0.02%
寝      U+05BDD              2        0.02%
察      U+05BDF              2        0.02%
少      U+05C11              2        0.02%
届      U+05C4A              2        0.02%
属      U+05C5E              2        0.02%
岗      U+05C97              2        0.02%
岭      U+05CAD              2        0.02%
已      U+05DF2              2        0.02%
师      U+05E08              2        0.02%
帝      U+05E1D              2        0.02%
幕      U+05E55              2        0.02%
异      U+05F02              2        0.02%
弄      U+05F04              2        0.02%
录      U+05F55              2        0.02%
彦      U+05F66              2        0.02%
循      U+05FAA              2        0.02%
微      U+05FAE              2        0.02%
快      U+05FEB              2        0.02%
怖      U+06016              2        0.02%
思      U+0601D              2        0.02%
恐      U+06050              2        0.02%
恢      U+06062              2        0.02%
息      U+0606F              2        0.02%
愈      U+06108              2        0.02%
慨      U+06168              2        0.02%
懂      U+061C2              2        0.02%
扎      U+0624E              2        0.02%
执      U+06267              2        0.02%
扩      U+06269              2        0.02%
承      U+0627F              2        0.02%
把      U+0628A              2        0.02%
抽      U+062BD              2        0.02%
拟      U+062DF              2        0.02%
挑      U+06311              2        0.02%
挝      U+0631D              2        0.02%
据      U+0636E              2        0.02%
措      U+063AA              2        0.02%
摄      U+06444              2        0.02%
攀      U+06500              2        0.02%
故      U+06545              2        0.02%
教      U+06559              2        0.02%
旁      U+065C1              2        0.02%
春      U+06625              2        0.02%
束      U+0675F              2        0.02%
杨      U+06768              2        0.02%
极      U+06781              2        0.02%
楼      U+0697C              2        0.02%
横      U+06A2A              2        0.02%
殊      U+06B8A              2        0.02%
残      U+06B8B              2        0.02%
毅      U+06BC5              2        0.02%
求      U+06C42              2        0.02%
消      U+06D88              2        0.02%
润      U+06DA6              2        0.02%
涵      U+06DB5              2        0.02%
淀      U+06DC0              2        0.02%
渝      U+06E1D              2        0.02%
渠      U+06E20              2        0.02%
灵      U+07075              2        0.02%
煌      U+0714C              2        0.02%
牌      U+0724C              2        0.02%
献      U+0732E              2        0.02%
电      U+07535              2        0.02%
疗      U+07597              2        0.02%
盛      U+076DB              2        0.02%
省      U+07701              2        0.02%
瞩      U+077A9              2        0.02%
瞻      U+077BB              2        0.02%
碰      U+078B0              2        0.02%
种      U+079CD              2        0.02%
秘      U+079D8              2        0.02%
称      U+079F0              2        0.02%
竞      U+07ADE              2        0.02%
竭      U+07AED              2        0.02%
篇      U+07BC7              2        0.02%
累      U+07D2F              2        0.02%
纪      U+07EAA              2        0.02%
纯      U+07EAF              2        0.02%
组      U+07EC4              2        0.02%
绍      U+07ECD              2        0.02%
绕      U+07ED5              2        0.02%
给      U+07ED9              2        0.02%
绝      U+07EDD              2        0.02%
综      U+07EFC              2        0.02%
缘      U+07F18              2        0.02%
缩      U+07F29              2        0.02%
罗      U+07F57              2        0.02%
耕      U+08015              2        0.02%
舵      U+08235              2        0.02%
船      U+08239              2        0.02%
艺      U+0827A              2        0.02%
苦      U+082E6              2        0.02%
苹      U+082F9              2        0.02%
茨      U+08328              2        0.02%
茬      U+0832C              2        0.02%
衷      U+08877              2        0.02%
诚      U+08BDA              2        0.02%
调      U+08C03              2        0.02%
豪      U+08C6A              2        0.02%
负      U+08D1F              2        0.02%
贡      U+08D21              2        0.02%
贫      U+08D2B              2        0.02%
贯      U+08D2F              2        0.02%
贵      U+08D35              2        0.02%
赋      U+08D4B              2        0.02%
赏      U+08D4F              2        0.02%
赖      U+08D56              2        0.02%
轻      U+08F7B              2        0.02%
辉      U+08F89              2        0.02%
辽      U+08FBD              2        0.02%
迈      U+08FC8              2        0.02%
迎      U+08FCE              2        0.02%
还      U+08FD8              2        0.02%
迪      U+08FEA              2        0.02%
迫      U+08FEB              2        0.02%
迭      U+08FED              2        0.02%
迹      U+08FF9              2        0.02%
选      U+09009              2        0.02%
透      U+0900F              2        0.02%
邀      U+09080              2        0.02%
那      U+090A3              2        0.02%
都      U+090FD              2        0.02%
鉴      U+09274              2        0.02%
钢      U+094A2              2        0.02%
键      U+0952E              2        0.02%
防      U+09632              2        0.02%
阿      U+0963F              2        0.02%
陈      U+09648              2        0.02%
雨      U+096E8              2        0.02%
需      U+09700              2        0.02%
霏      U+0970F              2        0.02%
革      U+09769              2        0.02%
韩      U+097E9              2        0.02%
音      U+097F3              2        0.02%
颁      U+09881              2        0.02%
驱      U+09A71              2        0.02%
默      U+09ED8              2        0.02%
鼓      U+09F13              2        0.02%
丁      U+04E01              1        0.01%
丛      U+04E1B              1        0.01%
丝      U+04E1D              1        0.01%
严      U+04E25              1        0.01%
丰      U+04E30              1        0.01%
串      U+04E32              1        0.01%
临      U+04E34              1        0.01%
丽      U+04E3D              1        0.01%
乃      U+04E43              1        0.01%
久      U+04E45              1        0.01%
么      U+04E48              1        0.01%
乡      U+04E61              1        0.01%
买      U+04E70              1        0.01%
乱      U+04E71              1        0.01%
些      U+04E9B              1        0.01%
亦      U+04EA6              1        0.01%
仓      U+04ED3              1        0.01%
仪      U+04EEA              1        0.01%
